DOS,lesion_length,lumen_axial_skewness,lipid_length_ratio,alpha,PI,d_fc_ca,fraction,ca_axial_skewness,ca_shoulder_skewness,ca_strength_ratio,fc_av_th,SBP,PP,tau,DBP,E_vessel,E_fc,E_lipid,E_cal
0.4549,1.3975,-0.1641,0.5357,233.7,0.948,0.0175,0.4587,0.4834,0.5044,1.3443,0.01,140.44,76.78,0.21716,63.66,6936613,7560392,900397,47759046180
0.7355,2.6816,-0.2127,0.637,180.2,1.199,0.0066,0.1583,0.1062,0.1095,1.8007,0.01,163.9,35.54,0.18052,128.36,4065115,6296836,409307,30381236685
0.5506,2.3877,-0.0557,0.5363,158.5,1.01,0.0164,0.7015,0.2288,0.5181,0.4095,0.01,155.52,72.4,0.29037,83.12,3096108,18718991,226607,158521771755
0.6876,1.6986,-0.3772,0.7638,127.9,0.93,0.0051,0.2017,0.0104,0.26,1.9137,0.01,129.88,37.44,0.22284,92.44,1187891,12589537,380384,69714397825
0.5223,1.6387,0.325,0.5313,187.6,1.15,0.0111,0.3441,0.6576,0.3099,0.3347,0.01,133.29,77.9,0.17623,55.39,5408947,17984673,856979,90823463940
0.617,2.4769,0.4305,0.5849,264.4,1.071,0.0108,0.5387,0.7286,0.0283,8.133,0.01,125.63,46.7,0.45014,78.93,6601914,21187585,781945,116308704436
0.3033,2.8076,-0.0067,0.6033,236.0,1.123,0.0066,0.7204,0.0763,0.2896,1.2307,0.01,109.55,52.96,0.49789,56.59,4510608,16802287,81320,20423116162
0.4813,2.389,-0.0519,0.7007,252.1,1.053,0.0174,0.7298,0.1517,0.712,1.8999,0.01,127.26,76.41,0.2385,50.85,7946668,12974156,496752,240851918230
0.3194,1.2767,-0.0418,0.7423,237.0,0.965,0.0181,0.389,0.7923,0.2107,4.9151,0.01,144.93,41.89,0.30032,103.04,8095573,13824184,760121,108268989678
0.727,1.9806,0.2311,0.5321,150.6,1.117,0.0162,0.4455,0.377,0.2791,3.1788,0.01,142.61,37.13,0.26457,105.48,1003755,20403527,960943,100887315565
0.6835,1.7888,0.0003,0.6263,150.0,0.958,0.02,0.7094,0.3354,0.2932,0.7312,0.01,155.74,67.67,0.36728,88.07,8004927,11378207,847272,76917700858
0.3437,1.5132,-0.2981,0.5532,146.6,1.106,0.0067,0.3493,0.6516,0.3082,1.0104,0.01,143.5,38.49,0.02541,105.01,6925892,4791685,291822,123772634500
0.6913,1.4649,0.2855,0.567,231.8,0.906,0.0052,0.5985,0.7615,0.6513,2.5547,0.01,119.83,70.16,0.33814,49.67,4845525,21058333,416354,108056682791
0.2852,1.4248,-0.1488,0.581,226.1,1.125,0.0059,0.1112,0.3444,0.1071,2.3173,0.01,166.95,59.96,0.01337,106.99,10572044,17814065,959977,71176031409
0.2894,1.6026,-0.3424,0.5471,184.6,1.137,0.0076,0.2716,0.3849,0.4659,0.9867,0.01,112.45,60.03,0.4048,52.42,5145722,20510184,831976,233291071758
0.3629,1.7484,0.1422,0.5635,242.2,1.0,0.0177,0.1977,0.5292,0.6811,0.3608,0.01,153.72,79.62,0.18745,74.1,2614040,18096920,735891,185270501088
0.6474,1.49,-0.1057,0.7668,255.3,1.153,0.0123,0.4541,0.5079,0.4367,0.2913,0.01,115.57,55.47,0.0973,60.1,2881057,22654713,381254,203571529748
0.6855,2.2359,-0.0616,0.5658,247.3,1.132,0.01,0.7416,0.5413,0.3528,1.8459,0.01,133.77,39.08,0.42833,94.69,13495249,10276850,38972,163805052740
0.5047,2.4442,-0.2837,0.7567,144.7,1.161,0.0137,0.6276,0.5854,0.6833,0.8055,0.01,119.93,74.22,0.20551,45.71,5096840,21666508,103059,166748557577
0.5665,1.9436,-0.133,0.6472,172.5,0.937,0.0057,0.6613,0.0629,0.6776,1.6656,0.01,129.76,70.47,0.40745,59.29,9328400,20755648,257316,219058384917
0.6586,2.1093,0.0461,0.746,243.7,1.134,0.0067,0.2313,0.5147,0.6548,2.7215,0.01,163.54,41.02,0.32235,122.52,12270087,10762919,236793,153939159032
0.5322,1.9014,0.4299,0.6284,257.7,1.169,0.0108,0.6561,0.7474,0.5096,2.9223,0.01,107.23,47.03,0.13047,60.2,6174231,6736677,403879,22135273394
0.3546,2.9695,-0.0744,0.677,157.7,0.922,0.0172,0.4753,0.2385,0.0515,0.6721,0.01,141.53,73.73,0.23508,67.8,6660190,13049878,526685,206214179901
0.6657,1.212,0.4641,0.719,222.5,1.151,0.0134,0.2428,0.5462,0.7239,0.7072,0.01,111.38,54.5,0.34783,56.88,6264004,5527521,242663,172319707757
0.2939,2.6899,-0.3747,0.7846,247.4,0.979,0.0171,0.2866,0.4321,0.4741,0.8237,0.01,169.22,79.8,0.17694,89.42,11104760,22145293,474629,201390235878
0.3342,1.3954,-0.0145,0.5514,198.2,1.078,0.0158,0.3977,0.1564,0.0881,0.167,0.01,111.16,39.15,0.34742,72.01,6630729,10111071,400056,77346742095
0.4802,2.3237,0.3787,0.7211,208.5,1.046,0.016,0.4762,0.6842,0.6342,0.3229,0.01,117.51,56.0,0.41392,61.51,10438819,16592111,295623,73053772216
0.5081,2.0464,0.0343,0.555,219.9,1.181,0.0188,0.2083,0.2469,0.6077,0.9466,0.01,140.5,72.21,0.04592,68.29,10684250,13194470,843850,34492029904
0.615,1.5236,0.2337,0.7715,152.6,1.156,0.0174,0.1766,0.1883,0.5194,0.8767,0.01,161.07,56.65,0.49664,104.42,4495137,4393522,157317,66528474046
0.2884,2.4354,0.0954,0.6255,146.9,0.99,0.0099,0.4637,0.3433,0.0639,0.7217,0.01,156.69,54.71,0.12687,101.98,9000805,8527701,768689,17354702988
0.5562,1.806,-0.1424,0.7824,250.4,1.169,0.0159,0.4546,0.6858,0.4035,3.6275,0.01,114.3,51.08,0.33585,63.22,3540785,12396212,456337,94253573907
0.4624,1.1603,-0.3377,0.6076,184.7,1.122,0.0116,0.6799,0.2751,0.2368,1.4554,0.01,126.68,73.04,0.11783,53.64,9622100,21158468,348662,210233197594
0.3644,1.0434,0.1374,0.5519,175.7,1.012,0.0191,0.33,0.7424,0.7842,1.1095,0.01,165.88,44.91,0.49209,120.97,1026933,7374083,980196,247068795219
0.5606,2.7324,-0.0212,0.7201,238.7,1.109,0.0155,0.7671,0.6779,0.0076,0.8991,0.01,109.21,52.9,0.11681,56.31,9370577,15398188,937282,174985591194
0.6488,2.3932,-0.3084,0.5542,257.1,1.056,0.0148,0.6119,0.3995,0.2139,0.9195,0.01,108.52,41.28,0.13326,67.24,12832722,4140786,138555,99158259911
0.458,2.3514,-0.2615,0.5499,246.5,0.995,0.0122,0.1172,0.0051,0.381,1.6065,0.01,124.4,42.63,0.14666,81.77,9692388,14278753,690842,226591664065
0.3957,2.4926,-0.0771,0.7764,142.7,0.937,0.0051,0.6234,0.7586,0.2356,1.1058,0.01,134.24,68.74,0.39562,65.5,13359435,17797574,782438,117881980857
0.2653,1.2179,0.4211,0.7975,134.4,1.184,0.0117,0.6795,0.2709,0.7003,1.605,0.01,113.8,48.97,0.06958,64.83,10540193,21844651,324150,218362654442
0.2531,2.6051,0.4514,0.6173,146.4,0.964,0.0086,0.4897,0.0849,0.5923,0.8176,0.01,121.81,45.88,0.38373,75.93,7790575,22838813,394675,25926754071
0.6273,2.5275,0.2955,0.5462,174.9,1.118,0.0081,0.3306,0.754,0.0977,2.2073,0.01,122.04,65.97,0.31011,56.07,9339262,19825101,464247,72820791246
0.2711,2.7068,-0.2344,0.6988,174.8,0.947,0.0098,0.3109,0.2142,0.0032,0.4055,0.01,134.64,44.63,0.10968,90.01,13883597,13798588,61128,140571734413
0.5192,2.2178,-0.1129,0.611,215.1,1.093,0.0056,0.7397,0.6152,0.1906,2.5734,0.01,152.69,54.11,0.23553,98.58,13975323,22799304,386280,160746118248
0.4988,1.071,-0.4466,0.5449,171.8,1.2,0.0099,0.4957,0.6822,0.4932,0.5109,0.01,134.44,60.32,0.1898,74.12,8317507,9879432,115588,199018136639
0.5314,1.5416,0.4987,0.7018,237.6,0.913,0.0167,0.2198,0.1537,0.0895,4.4302,0.01,167.47,72.58,0.17815,94.89,7072567,7791021,591158,173320617839
0.6697,2.7133,0.2703,0.6788,151.7,0.936,0.0134,0.3011,0.0417,0.0874,3.5555,0.01,133.5,62.33,0.10061,71.17,11838478,11913709,412893,230607627718
0.3236,2.074,0.2774,0.501,153.7,1.168,0.0067,0.4445,0.4119,0.3403,1.678,0.01,151.68,39.03,0.15645,112.65,2961681,4051134,410390,119012557044
0.3575,1.8832,-0.2158,0.535,234.9,1.065,0.0134,0.7686,0.5118,0.3802,1.7795,0.01,114.37,50.01,0.46126,64.36,9058969,9686774,831629,123524068864
0.4235,1.6123,0.1431,0.5628,232.1,1.088,0.0078,0.6577,0.0843,0.5768,6.2833,0.01,138.56,78.32,0.07731,60.24,5805597,6389666,658263,197812491056
0.3653,2.471,0.3896,0.7103,163.7,1.198,0.0054,0.1108,0.6169,0.7075,1.0069,0.01,115.47,41.16,0.30146,74.31,10724630,22693337,720860,224097472712
0.4303,1.7707,0.0422,0.6159,242.6,1.169,0.0062,0.1641,0.6773,0.7337,4.2293,0.01,103.32,47.98,0.12336,55.34,11261658,22302511,969603,19193785901
0.4826,1.9116,0.3365,0.6968,263.3,1.174,0.0146,0.6891,0.3104,0.647,1.3128,0.01,118.0,44.1,0.39594,73.9,7168715,5566866,389839,99800422405
0.3752,1.0969,0.0945,0.6593,141.8,0.976,0.0085,0.4073,0.6854,0.7143,0.2665,0.01,143.89,74.91,0.13155,68.98,9701360,17679361,745297,135767102143
0.7064,2.3072,-0.1997,0.6343,230.3,0.902,0.015,0.2267,0.6426,0.5531,0.2322,0.01,163.08,78.26,0.11946,84.82,1556521,6191864,62838,28038683656
0.5114,1.7731,-0.2845,0.5879,177.0,1.052,0.0067,0.7703,0.6829,0.457,0.3454,0.01,104.38,51.05,0.23734,53.33,11489828,20977766,103701,77780928426
0.4838,2.2531,0.0339,0.7294,146.0,1.157,0.0156,0.2997,0.2595,0.124,0.854,0.01,147.41,59.09,0.49399,88.32,8961473,12198660,537188,20859189856
0.3952,1.585,0.2533,0.7754,233.3,1.077,0.0193,0.1433,0.6587,0.0536,1.4477,0.01,162.5,62.16,0.09671,100.34,12768168,6878557,710446,116100565578
0.3276,2.1779,-0.2828,0.5306,142.8,1.097,0.0146,0.2495,0.7147,0.6021,1.5653,0.01,148.72,45.06,0.18665,103.66,4198747,7071936,706707,106144143631
0.4184,1.6051,0.399,0.5232,167.8,1.186,0.0074,0.3608,0.687,0.7605,0.6387,0.01,112.08,63.79,0.42207,48.29,4500657,9091100,814809,153279803120
0.2554,1.7783,0.1297,0.5926,180.4,1.04,0.0098,0.2783,0.1763,0.428,1.3377,0.01,162.89,58.79,0.42887,104.1,3826205,4454640,272416,224257331711
0.4713,1.2105,0.1219,0.5171,262.9,1.135,0.01,0.1294,0.402,0.45,0.2953,0.01,157.23,71.04,0.44778,86.19,3839901,12861284,726471,229086454672
0.2762,1.9508,-0.3188,0.7874,165.4,0.908,0.0066,0.3992,0.3906,0.0376,1.9653,0.01,126.93,72.55,0.49832,54.38,7711413,7722066,56445,117489372784
0.6493,1.6362,0.3689,0.7604,264.0,1.115,0.0165,0.2361,0.5647,0.2968,0.7901,0.01,137.78,54.84,0.0681,82.94,9358838,8684753,280559,157465272210
0.5234,1.8985,-0.4021,0.7633,252.2,0.932,0.0193,0.7448,0.1632,0.2667,1.8281,0.01,144.72,47.6,0.32566,97.12,9312144,6111909,131368,70702748383
0.5514,1.4449,0.3262,0.5759,182.6,0.989,0.0082,0.4741,0.3964,0.1332,0.6567,0.01,169.33,62.93,0.27321,106.4,6089416,20601762,703055,174360182078
0.6707,2.8468,-0.2891,0.6812,172.9,1.191,0.0151,0.6933,0.4032,0.0159,0.5086,0.01,126.96,45.01,0.43674,81.95,1051659,15034389,923407,168266622027
0.3246,2.0997,-0.1918,0.5834,265.4,1.054,0.0138,0.2588,0.5941,0.6587,0.4726,0.01,137.66,79.74,0.26703,57.92,3424179,13122221,218601,117195452742
0.6077,1.7852,-0.3127,0.6459,192.0,1.138,0.0184,0.7218,0.6233,0.125,0.2141,0.01,122.82,40.2,0.20736,82.62,2776578,4269386,515734,55088847005
0.739,2.1851,-0.4245,0.7503,245.1,1.164,0.0182,0.244,0.7165,0.3257,0.6201,0.01,143.39,75.92,0.21249,67.47,4919461,19130234,445802,237463721161
0.5028,1.3357,-0.0044,0.561,162.9,1.17,0.0189,0.7695,0.483,0.2227,1.6311,0.01,153.4,42.34,0.23807,111.06,1106940,9711539,510907,188249787868
0.5245,2.3909,0.2768,0.5295,254.9,1.148,0.013,0.3755,0.7279,0.2722,0.9645,0.01,143.0,66.64,0.42116,76.36,1259497,5931750,649049,113104414851
0.6201,1.0787,-0.1525,0.6344,242.3,1.156,0.005,0.7326,0.3899,0.7145,2.1078,0.01,168.2,67.07,0.45249,101.13,2123712,22078868,374639,145347928194
0.4293,2.0925,0.0372,0.5027,224.2,1.09,0.0173,0.4514,0.1502,0.2463,0.8559,0.01,127.66,59.44,0.13733,68.22,11005865,14367422,65851,36501066910
0.3565,1.7575,0.1895,0.7855,184.5,1.062,0.0074,0.5281,0.4849,0.3334,2.3255,0.01,161.36,49.51,0.02459,111.85,6117909,10491724,801313,105986679170
0.435,1.9469,-0.4536,0.7517,236.2,1.032,0.0158,0.6731,0.2768,0.3714,1.2969,0.01,120.57,63.9,0.3684,56.67,8382244,11002620,128906,58264177721
0.659,1.8704,0.3845,0.7435,142.3,0.904,0.0157,0.3658,0.3492,0.7708,3.4331,0.01,153.86,36.15,0.02923,117.71,9789883,11976900,870798,159500886248
0.3865,1.7686,-0.4497,0.6382,142.0,1.129,0.0183,0.5172,0.286,0.3819,1.0656,0.01,159.73,51.12,0.05954,108.61,11308868,17244607,71920,24507112809
0.5555,1.3388,-0.0126,0.6679,161.7,1.175,0.0185,0.513,0.6265,0.7344,3.9448,0.01,113.16,62.96,0.08718,50.2,6456272,8885541,792177,118158689723
0.4933,1.0122,0.1513,0.5962,188.2,1.091,0.0097,0.3972,0.0199,0.5542,3.0212,0.01,116.14,35.44,0.03083,80.7,11618365,14911980,442087,15518479291
0.7398,1.6977,0.0999,0.6797,221.9,0.916,0.0198,0.5514,0.1666,0.5971,0.7879,0.01,127.98,67.6,0.14352,60.38,3217289,22006898,498923,146555232043
0.7161,1.4006,-0.1374,0.7239,259.1,1.086,0.0071,0.3158,0.4951,0.0571,0.2929,0.01,107.2,65.58,0.08463,41.62,8332337,17147461,310227,80646755922
0.4687,2.7038,0.2675,0.5032,128.8,0.961,0.0068,0.1303,0.3537,0.732,0.6864,0.01,114.47,55.11,0.13284,59.36,1506028,22598907,95445,74639544900
0.5275,1.5198,-0.0139,0.5939,206.3,1.104,0.0069,0.587,0.1713,0.6037,2.433,0.01,159.93,49.64,0.31294,110.29,13453105,18272146,296582,128279551038
0.6252,2.7373,-0.0493,0.5267,234.1,1.08,0.0114,0.1787,0.1187,0.4948,1.0999,0.01,124.08,46.33,0.24905,77.75,4927586,13503562,453999,119447834314
0.5705,1.6838,0.0441,0.5412,149.1,1.039,0.0179,0.5552,0.4987,0.1427,1.7137,0.01,118.36,56.29,0.447,62.07,2475422,8463085,666708,152281443536
0.2578,1.2424,0.3232,0.7936,133.9,1.197,0.0094,0.4137,0.3782,0.1123,9.2716,0.01,127.93,66.21,0.13779,61.72,4100355,15018967,18613,15205604448
0.5902,1.7426,-0.4516,0.6266,214.6,1.176,0.0096,0.1338,0.7206,0.719,0.2824,0.01,121.69,66.41,0.36586,55.28,10455940,11148051,234673,91357381065
0.4927,1.2304,0.136,0.5649,127.3,1.164,0.0163,0.5261,0.2039,0.2736,3.7286,0.01,155.06,53.4,0.35257,101.66,11960810,5342497,803328,45539165033
0.6215,2.7629,0.0417,0.7177,163.9,1.04,0.0164,0.7992,0.6795,0.2413,0.1127,0.01,136.84,68.16,0.16826,68.68,5183996,17897955,913785,185634531266
0.5399,1.2558,0.3943,0.7071,212.1,0.903,0.0197,0.5639,0.5987,0.5209,0.3039,0.01,151.35,53.48,0.26916,97.87,5043984,16277389,839063,158253503542
0.3419,2.3619,0.2225,0.6349,217.6,1.16,0.0195,0.6807,0.6605,0.193,8.9235,0.01,164.94,77.62,0.34145,87.32,4419200,11880290,807865,249620448356
0.4138,1.9249,0.1596,0.6565,258.1,1.13,0.014,0.5486,0.7569,0.4684,0.7693,0.01,140.37,74.46,0.30905,65.91,4466726,20276876,73353,194208113823
0.7247,2.2212,-0.4099,0.5679,200.7,1.147,0.0099,0.7361,0.6722,0.2363,0.5629,0.01,152.2,43.17,0.24409,109.03,1230568,22825431,909870,210545460137
0.6019,2.5165,0.048,0.6249,242.0,1.162,0.0148,0.442,0.7042,0.4428,0.5677,0.01,151.53,57.94,0.3399,93.59,3926573,9940603,854788,147756159088
0.5264,2.5812,0.2601,0.6011,265.0,0.942,0.0193,0.7211,0.7233,0.4372,3.3934,0.01,112.18,71.74,0.25004,40.44,11681735,15365389,623115,229695104138
0.4187,1.7981,0.3094,0.7498,137.1,0.953,0.0117,0.2948,0.133,0.7071,0.6426,0.01,152.62,70.2,0.34885,82.42,3508987,6222333,702019,100607905007
0.6291,2.6142,0.2574,0.6335,249.5,1.052,0.0166,0.1492,0.0961,0.5937,0.3555,0.01,154.79,66.07,0.04968,88.72,9073812,6034856,873260,212628581109
0.661,2.7221,0.3379,0.7417,208.8,1.146,0.0194,0.5101,0.5577,0.6345,0.4388,0.01,116.02,50.89,0.37749,65.13,11459135,11242998,549543,248228967570
0.4288,2.579,-0.4043,0.5455,189.3,1.004,0.0069,0.3291,0.4402,0.1879,0.7806,0.01,102.04,46.24,0.43945,55.8,12716233,19640933,31166,180185794746
0.6236,1.1862,-0.4908,0.6614,200.4,1.154,0.0165,0.4443,0.5817,0.5845,2.1229,0.01,143.68,70.88,0.05039,72.8,10511965,13101631,643165,16368348491
0.3942,1.5697,0.0017,0.7395,139.3,1.186,0.0053,0.7562,0.1053,0.3174,0.5376,0.01,156.06,75.25,0.45064,80.81,3579820,5949219,926193,111384942492
0.6781,2.8221,0.0715,0.7719,144.3,1.084,0.0138,0.7623,0.5876,0.2028,2.8208,0.01,131.6,74.6,0.30485,57.0,12312253,4590728,117977,128848876022
0.4831,2.5603,-0.0406,0.7804,211.9,0.928,0.009,0.5271,0.3119,0.0904,0.1975,0.01,116.65,54.79,0.10428,61.86,3711252,5601600,736820,87053195315
0.3919,2.0363,-0.2451,0.5477,228.1,1.056,0.0101,0.5475,0.2931,0.342,0.2027,0.01,135.33,64.84,0.10592,70.49,5527900,12307755,32100,41324689546
0.5335,2.3099,-0.4766,0.5993,194.3,0.992,0.0068,0.5705,0.1311,0.5525,0.28,0.01,140.12,48.54,0.03015,91.58,1244288,14041531,259888,198483397863
0.3847,1.0029,0.2236,0.7951,233.6,0.966,0.0163,0.6532,0.0648,0.0337,1.4002,0.01,109.94,59.01,0.18998,50.93,11115872,6021410,58382,169368625231
0.5126,2.9231,0.3033,0.6187,128.7,1.192,0.0072,0.5913,0.7688,0.5995,0.7519,0.01,130.05,73.86,0.49086,56.19,7230678,17304592,282852,8736428791
0.7462,2.5125,-0.4661,0.6627,125.6,1.156,0.0149,0.1548,0.7495,0.7766,3.3196,0.01,112.97,62.59,0.20847,50.38,5167618,19569160,561429,177186295833
0.4199,2.6505,-0.3913,0.5696,126.6,0.943,0.0164,0.1422,0.1636,0.1746,0.7496,0.01,107.95,57.58,0.15357,50.37,4240664,9575225,848038,157949185437
0.7422,1.5173,-0.1792,0.6903,211.4,1.124,0.0143,0.1409,0.7908,0.3304,0.4197,0.01,111.43,51.68,0.16886,59.75,5775142,14596717,478311,107673134072
0.3969,1.8351,-0.4341,0.6837,256.8,1.024,0.0183,0.1725,0.0782,0.5429,0.2339,0.01,120.15,51.39,0.25783,68.76,1572157,15932546,730800,119568444715
0.4895,2.288,-0.4102,0.6194,237.8,1.174,0.006,0.1488,0.1647,0.4818,0.617,0.01,156.94,79.36,0.38682,77.58,9182077,19595729,939072,89434013505
0.5656,2.3951,-0.2943,0.5224,148.0,1.096,0.0116,0.2555,0.1411,0.7885,1.4941,0.01,137.5,39.19,0.28721,98.31,1279229,17511503,768231,200578431495
0.4515,1.4886,0.3581,0.5366,245.5,1.174,0.0174,0.1562,0.6045,0.4087,1.9854,0.01,161.91,61.48,0.48716,100.43,13785422,8323786,197002,167828692625
0.7097,1.506,-0.0895,0.5052,139.0,0.921,0.0051,0.7757,0.5496,0.5547,0.847,0.01,131.46,49.14,0.3318,82.32,6202111,22344797,22822,164945992624
0.3356,1.2757,0.4158,0.5495,201.8,0.97,0.0088,0.7231,0.5891,0.5293,2.2262,0.01,123.94,50.58,0.01137,73.36,8663845,9278877,497372,197075736399
0.3914,1.1522,-0.28,0.7891,251.4,1.025,0.0134,0.2539,0.6593,0.5866,1.8052,0.01,113.16,63.8,0.28278,49.36,12424032,20727749,908767,24422229416
0.5575,1.6226,0.4188,0.6432,152.1,0.929,0.0106,0.3909,0.6023,0.3238,1.9815,0.01,123.48,43.13,0.13956,80.35,6942446,7200662,557583,90051264784
0.46,1.6719,0.2911,0.6227,223.1,0.963,0.0068,0.5584,0.556,0.227,1.0152,0.01,106.52,54.75,0.03114,51.77,7417710,7449052,732225,214522571544
0.2588,2.0449,-0.3558,0.7158,233.5,1.127,0.0073,0.2722,0.3267,0.2077,8.3107,0.01,127.36,60.61,0.1921,66.75,5652512,10709813,589285,174535572733
0.3286,2.2975,-0.3044,0.751,230.8,1.167,0.0154,0.3375,0.3804,0.6405,0.744,0.01,117.07,37.01,0.49956,80.06,13241528,20026135,780920,113239816890
0.2621,2.6103,0.1533,0.7144,164.3,0.932,0.0109,0.2447,0.3563,0.2695,0.1045,0.01,158.06,44.37,0.43423,113.69,6804522,18745409,456864,232136020402
0.2535,2.9159,0.3907,0.5813,156.5,1.033,0.013,0.2889,0.0179,0.1054,0.8501,0.01,146.38,46.99,0.06436,99.39,12560756,16511425,711015,206944179632
0.5832,2.5155,0.3536,0.5038,139.2,1.023,0.0074,0.6282,0.4318,0.7321,0.1568,0.01,169.7,76.98,0.34187,92.72,5823346,4725568,87358,187917653397
0.338,2.0758,0.3066,0.6572,207.0,1.14,0.0166,0.527,0.5636,0.4349,1.2702,0.01,150.39,69.81,0.14255,80.58,13768116,8744171,755706,78650870612
0.2704,1.5929,0.4204,0.7031,217.8,0.918,0.0054,0.5884,0.1174,0.6799,3.1394,0.01,139.26,50.71,0.12255,88.55,2205008,21072531,794751,55991954841
0.6429,1.2365,0.2258,0.6705,261.2,0.902,0.0187,0.7773,0.2004,0.7371,5.0121,0.01,149.85,60.08,0.0823,89.77,2601339,17846123,524062,69676087967
0.2927,2.8409,0.2944,0.7376,252.5,0.915,0.0116,0.3838,0.2042,0.5906,1.2557,0.01,138.4,68.87,0.11925,69.53,9024045,18823952,890702,187373437889
0.6346,1.3631,0.1564,0.632,253.2,1.098,0.0122,0.1651,0.4099,0.0609,2.2089,0.01,150.78,44.68,0.48246,106.1,9594103,21635786,217513,65931336116
0.4726,1.9492,-0.1224,0.5351,174.5,1.068,0.0179,0.4027,0.7194,0.1716,0.2279,0.01,146.7,76.57,0.24785,70.13,5864868,7129441,13164,248705278712
0.6074,1.2987,0.1967,0.7139,213.5,1.057,0.0185,0.1611,0.4513,0.6491,1.4373,0.01,168.03,44.24,0.23171,123.79,3589522,10686351,124796,95938564866
0.4697,2.6646,0.2201,0.6643,232.6,0.996,0.0122,0.2794,0.5966,0.6842,2.0709,0.01,145.38,56.56,0.18864,88.82,8723697,19981226,585238,179423489137
0.4336,2.9675,-0.2494,0.7031,145.0,0.941,0.0057,0.5525,0.1596,0.353,2.1709,0.01,113.07,40.44,0.01265,72.63,12410271,15549530,462924,235123528258
0.5795,1.4475,0.3329,0.5735,244.3,1.118,0.0079,0.4854,0.4224,0.7223,0.347,0.01,126.26,54.46,0.10221,71.8,13298838,16102924,645438,32212106368
0.2573,1.267,0.3769,0.7321,124.3,0.916,0.0174,0.5302,0.1894,0.574,0.2256,0.01,143.75,64.5,0.45424,79.25,5924414,12583710,787491,210068414565
0.4454,1.3819,-0.3636,0.666,150.2,1.067,0.0065,0.6842,0.7727,0.6281,2.6068,0.01,118.45,71.12,0.20815,47.33,10820005,10158085,608353,197343228532
0.5121,2.4381,0.44,0.511,177.4,1.07,0.0121,0.498,0.3389,0.534,1.3224,0.01,145.87,57.74,0.32025,88.13,12201248,19614965,126503,14784679316
0.4393,2.1017,-0.4133,0.7563,229.4,1.015,0.0072,0.411,0.5752,0.6426,1.1197,0.01,138.81,79.53,0.18553,59.28,5489916,19764727,365954,202897970332
0.4282,1.7229,0.3144,0.6038,207.6,0.995,0.0176,0.3665,0.7763,0.1825,6.4372,0.01,133.83,78.18,0.31459,55.65,1615310,20766348,114064,175235597184
0.7364,2.5233,-0.4066,0.562,188.5,1.154,0.0063,0.6985,0.784,0.6864,0.5281,0.01,103.7,61.84,0.09272,41.86,7452645,7986394,231655,236157470466
0.397,1.8523,0.1153,0.657,214.1,1.127,0.0142,0.647,0.3878,0.3585,0.7404,0.01,138.61,47.91,0.27873,90.7,9858215,12238102,214347,34929979693
0.6298,1.718,-0.349,0.7347,261.8,0.989,0.0183,0.6445,0.0434,0.4882,0.7756,0.01,151.66,75.7,0.35644,75.96,8425312,16896884,292343,79770146038
0.3896,2.3969,0.3018,0.524,163.3,1.087,0.0114,0.1181,0.3283,0.1869,0.5807,0.01,126.44,40.73,0.25153,85.71,10746405,15722426,385392,219339120186
0.7326,2.2724,-0.247,0.5094,259.4,1.016,0.0183,0.1922,0.486,0.0355,1.2524,0.01,100.14,57.66,0.34922,42.48,1025327,7044638,793733,118685391837
0.4134,1.7337,0.3758,0.5685,260.4,0.908,0.006,0.4237,0.1535,0.6398,6.0826,0.01,146.11,51.55,0.31864,94.56,11942788,19392676,248296,232938923206
0.3214,1.3867,-0.4804,0.6603,185.7,1.182,0.0102,0.3043,0.0996,0.0409,0.7142,0.01,117.46,69.14,0.48995,48.32,11070980,16536140,49286,169789846498
0.3638,2.5748,0.4816,0.7439,181.2,0.922,0.0121,0.6392,0.0886,0.2308,2.2151,0.01,137.34,42.0,0.44201,95.34,11930939,9958076,240789,22781078349
0.4759,1.4711,-0.1542,0.5218,258.2,0.917,0.0158,0.3044,0.1796,0.3077,0.8126,0.01,147.13,42.56,0.15893,104.57,13178235,8105741,404129,36723893448
0.5052,2.9092,-0.124,0.725,161.0,1.183,0.0184,0.1242,0.2416,0.7725,0.8111,0.01,116.87,74.72,0.16961,42.15,4623874,5645024,336491,19604752992
0.2848,2.2,-0.003,0.6652,192.6,1.054,0.0052,0.5941,0.6281,0.5959,0.6476,0.01,118.55,73.33,0.40633,45.22,4180060,20804059,897674,187157569634
0.2697,1.9754,-0.3398,0.682,155.6,0.959,0.0112,0.3553,0.0712,0.7898,1.4714,0.01,108.82,59.82,0.49582,49.0,2530149,4316429,518077,35946569520
0.6729,2.7501,-0.1285,0.6015,125.9,1.06,0.0076,0.6712,0.4175,0.7907,1.8143,0.01,135.16,44.77,0.084,90.39,6533814,13565141,565115,31773039682
0.7282,2.8575,0.0554,0.7883,166.6,1.001,0.0163,0.3395,0.5595,0.0364,2.1409,0.01,122.7,41.49,0.26584,81.21,8101408,19253751,93729,133970647945
0.686,1.7918,-0.251,0.5694,154.7,1.08,0.0185,0.2942,0.6379,0.5659,0.86,0.01,129.0,74.61,0.16757,54.39,13529602,15797203,651175,219393594524
0.6959,1.1967,-0.0975,0.7576,260.2,1.004,0.0124,0.3748,0.0298,0.5849,2.5,0.01,124.3,54.25,0.13496,70.05,6686003,13492753,17881,147308133593
